chrom	start	end	ratio	ratio2
12	98999001	99000000	0.780299014882794	0.780299014882794
12	99000001	99001000	0.661978154529904	0.661978154529904
12	99001001	99002000	0.715575086531854	0.715575086531854
12	99002001	99003000	0.816957412955063	0.816957412955063
12	99003001	99004000	0.771566663764611	0.771566663764611
12	99004001	99005000	0.665611454641095	0.665611454641095
12	99005001	99006000	0.670428934417181	0.670428934417181
12	99006001	99007000	0.657929800002943	0.657929800002943
12	99007001	99008000	0.659032644077704	0.659032644077704
12	99008001	99009000	0.432782468885022	0.432782468885022
12	99009001	99010000	0.726325740969525	0.726325740969525
12	99010001	99011000	0.955886021230073	0.955886021230073
12	99011001	99012000	0.718449501957367	0.718449501957367
12	99012001	99013000	0.71992056768017	0.71992056768017
12	99013001	99014000	0.696446562497432	0.696446562497432
12	99014001	99015000	0.709440730772948	0.709440730772948
12	99015001	99016000	0.818292308557012	0.818292308557012
12	99016001	99017000	0.5901031667103	0.5901031667103
12	99017001	99018000	0.800526469834224	0.800526469834224
12	99018001	99019000	0.602740849931645	0.602740849931645
12	99019001	99020000	0.642259371250495	0.642259371250495
12	99020001	99021000	0.652636499671941	0.652636499671941
12	99021001	99022000	0.844297640881163	0.844297640881163
12	99022001	99023000	0.78082818315168	0.78082818315168
12	99023001	99024000	0.985832512060991	0.985832512060991
12	99024001	99025000	0.60341223265312	0.60341223265312
12	99025001	99026000	0.644311963239862	0.644311963239862
12	99026001	99027000	0.689288471218491	0.689288471218491
12	99027001	99028000	0.738156661099102	0.738156661099102
12	99028001	99029000	0.818971200739754	0.818971200739754
12	99029001	99030000	0.713044077865101	0.713044077865101
12	99030001	99031000	0.853890715495855	0.853890715495855
12	99031001	99032000	0.621640748887081	0.621640748887081
12	99032001	99033000	0.729825740949838	0.729825740949838
12	99033001	99034000	0.582814297878124	0.582814297878124
12	99034001	99035000	0.754348484632888	0.754348484632888
12	99035001	99036000	0.705518410112694	0.705518410112694
12	99036001	99037000	0.837828981012054	0.837828981012054
12	99037001	99038000	0.812711140569765	0.812711140569765
12	99038001	99039000	0.813264212397667	0.813264212397667
12	99039001	99040000	0.909507614651655	0.909507614651655
12	99040001	99041000	0.723444305243742	0.723444305243742
12	99041001	99042000	0.550362649388215	0.550362649388215
12	99042001	99043000	0.543680092187262	0.543680092187262
12	99043001	99044000	0.487250872621141	0.487250872621141
12	99044001	99045000	0.556657878620416	0.556657878620416
12	99045001	99046000	0.574360778961831	0.574360778961831
12	99046001	99047000	0.569756853329713	0.569756853329713
12	99047001	99048000	0.454269860643795	0.454269860643795
12	99048001	99049000	0.334526502978645	0.334526502978645
12	99049001	99050000	0.581269064972762	0.581269064972762
12	99050001	99051000	0.610625221330662	0.610625221330662
12	99051001	99052000	0.457748259782616	0.457748259782616
12	99052001	99053000	0.619299666123884	0.619299666123884
12	99053001	99054000	0.494951016655558	0.494951016655558
12	99054001	99055000	0.673793347675213	0.673793347675213
12	99055001	99056000	0.539367859963253	0.539367859963253
12	99056001	99057000	0.246230253523423	0.246230253523423
12	99057001	99058000	0.242801193000688	0.242801193000688
12	99058001	99059000	0.452066491966495	0.452066491966495
12	99059001	99060000	0.534749429326708	0.534749429326708
12	99060001	99061000	0.402615939122154	0.402615939122154
12	99061001	99062000	0.497721760807656	0.497721760807656
12	99062001	99063000	0.512369554206543	0.512369554206543
12	99063001	99064000	0.599020393481534	0.599020393481534
12	99064001	99065000	0.323076623495603	0.323076623495603
12	99065001	99066000	0.571276029690554	0.571276029690554
12	99066001	99067000	0.440148840208575	0.440148840208575
12	99067001	99068000	0.420156370891112	0.420156370891112
12	99068001	99069000	0.465671194134342	0.465671194134342
12	99069001	99070000	0.662720056329911	0.662720056329911
12	99070001	99071000	0.534487836597479	0.534487836597479
12	99071001	99072000	0.660253309113139	0.660253309113139
12	99072001	99073000	0.603651360743035	0.603651360743035
12	99073001	99074000	0.61681458982869	0.61681458982869
12	99074001	99075000	0.521754279015594	0.521754279015594
12	99075001	99076000	0.436102216198089	0.436102216198089
12	99076001	99077000	0.583738749018843	0.583738749018843
12	99077001	99078000	0.372784966890051	0.372784966890051
12	99078001	99079000	0.422061375303356	0.422061375303356
12	99079001	99080000	0.438439025152336	0.438439025152336
12	99080001	99081000	0.494118094033602	0.494118094033602
12	99081001	99082000	0.388951137524471	0.388951137524471
12	99082001	99083000	0.57191511753858	0.57191511753858
12	99083001	99084000	0.547524587784921	0.547524587784921
12	99084001	99085000	0.597879258332922	0.597879258332922
12	99085001	99086000	0.537962147693463	0.537962147693463
12	99086001	99087000	0.504491276276253	0.504491276276253
12	99087001	99088000	0.661972411751087	0.661972411751087
12	99088001	99089000	0.608723384401536	0.608723384401536
12	99089001	99090000	0.448518047410692	0.448518047410692
12	99090001	99091000	0.609175238881624	0.609175238881624
12	99091001	99092000	0.621722218395377	0.621722218395377
12	99092001	99093000	0.525736770460377	0.525736770460377
12	99093001	99094000	0.393764159350478	0.393764159350478
12	99094001	99095000	0.542476869708193	0.542476869708193
12	99095001	99096000	0.617482955420557	0.617482955420557
12	99096001	99097000	0.558592469127533	0.558592469127533
12	99097001	99098000	0.519533649590711	0.519533649590711
12	99098001	99099000	0.515934083460952	0.515934083460952
12	99099001	99100000	0.554694854602622	0.554694854602622
12	99100001	99101000	0.668219326311735	0.668219326311735
12	99101001	99102000	0.504128664838232	0.504128664838232
12	99102001	99103000	0.456214916832646	0.456214916832646
12	99103001	99104000	0.57646757408388	0.57646757408388
12	99104001	99105000	0.511961089395608	0.511961089395608
12	99105001	99106000	0.672515378230622	0.672515378230622
12	99106001	99107000	0.442270851349972	0.442270851349972
12	99107001	99108000	0.477261505658721	0.477261505658721
12	99108001	99109000	0.57459164801248	0.57459164801248
12	99109001	99110000	0.389239536577573	0.389239536577573
12	99110001	99111000	0.530564495762173	0.530564495762173
12	99111001	99112000	0.495414692067314	0.495414692067314
12	99112001	99113000	0.580742551944288	0.580742551944288
12	99113001	99114000	0.445596725651534	0.445596725651534
12	99114001	99115000	0.380014949497176	0.380014949497176
12	99115001	99116000	0.514984837187897	0.514984837187897
12	99116001	99117000	0.571011472606971	0.571011472606971
12	99117001	99118000	0.456984288083373	0.456984288083373
12	99118001	99119000	0.568667399728859	0.568667399728859
12	99119001	99120000	0.7734504207675	0.7734504207675
12	99120001	99121000	0.506948452163256	0.506948452163256
12	99121001	99122000	0.401118192261319	0.401118192261319
12	99122001	99123000	0.495250035123131	0.495250035123131
12	99123001	99124000	0.496043067955566	0.496043067955566
12	99124001	99125000	0.40586163637766	0.40586163637766
12	99125001	99126000	0.394101864006974	0.394101864006974
12	99126001	99127000	0.44147344375087	0.44147344375087
12	99127001	99128000	0.614124224676273	0.614124224676273
12	99128001	99129000	0.465037112920357	0.465037112920357
12	99129001	99130000	0.429678399294936	0.429678399294936
12	99130001	99131000	0.557252160014032	0.557252160014032
12	99131001	99132000	0.55206072190307	0.55206072190307
12	99132001	99133000	0.573604778881924	0.573604778881924
12	99133001	99134000	0.577543613657531	0.577543613657531
12	99134001	99135000	0.534275592736623	0.534275592736623
12	99135001	99136000	0.555540718312806	0.555540718312806
12	99136001	99137000	0.541175476976655	0.541175476976655
12	99137001	99138000	0.441853377523897	0.441853377523897
12	99138001	99139000	0.34792217695211	0.34792217695211
12	99139001	99140000	0.398110924249194	0.398110924249194
12	99140001	99141000	0.593642539711866	0.593642539711866
12	99141001	99142000	0.647925070511658	0.647925070511658
12	99142001	99143000	0.533335187690822	0.533335187690822
12	99143001	99144000	0.531616867343261	0.531616867343261
12	99144001	99145000	0.623352464134497	0.623352464134497
12	99145001	99146000	0.558575672679186	0.558575672679186
12	99146001	99147000	0.536093105005921	0.536093105005921
12	99147001	99148000	0.467312284966699	0.467312284966699
12	99148001	99149000	0.655639643667413	0.655639643667413
12	99149001	99150000	0.554014326061245	0.554014326061245
12	99150001	99151000	0.58841183134407	0.58841183134407
12	99151001	99152000	0.525084753897611	0.525084753897611
12	99152001	99153000	0.537290111298936	0.537290111298936
12	99153001	99154000	0.440778347477093	0.440778347477093
12	99154001	99155000	0.619270294370354	0.619270294370354
12	99155001	99156000	0.591215883459366	0.591215883459366
12	99156001	99157000	0.611761507191056	0.611761507191056
12	99157001	99158000	0.441325153556358	0.441325153556358
12	99158001	99159000	0.518964381986204	0.518964381986204
12	99159001	99160000	0.524140247370766	0.524140247370766
12	99160001	99161000	0.493446344088676	0.493446344088676
12	99161001	99162000	0.626657542120008	0.626657542120008
12	99162001	99163000	0.496116073009288	0.496116073009288
12	99163001	99164000	0.528926821984006	0.528926821984006
12	99164001	99165000	0.52953108786988	0.52953108786988
12	99165001	99166000	0.602581018840399	0.602581018840399
12	99166001	99167000	0.50543523313393	0.50543523313393
12	99167001	99168000	0.593578031965591	0.593578031965591
12	99168001	99169000	0.62729240360568	0.62729240360568
12	99169001	99170000	0.639138499792883	0.639138499792883
12	99170001	99171000	0.576396449942317	0.576396449942317
12	99171001	99172000	0.489378938961336	0.489378938961336
12	99172001	99173000	0.644660192559784	0.644660192559784
12	99173001	99174000	0.586142523704006	0.586142523704006
12	99174001	99175000	0.522000465290836	0.522000465290836
12	99175001	99176000	0.561388925599801	0.561388925599801
12	99176001	99177000	0.562623086032564	0.562623086032564
12	99177001	99178000	0.533123071155847	0.533123071155847
12	99178001	99179000	0.560134677901115	0.560134677901115
12	99179001	99180000	0.65694441922622	0.65694441922622
12	99180001	99181000	0.671678093162874	0.671678093162874
12	99181001	99182000	0.615852897104331	0.615852897104331
12	99182001	99183000	0.590087482502684	0.590087482502684
12	99183001	99184000	0.387760594160367	0.387760594160367
12	99184001	99185000	0.535686081919087	0.535686081919087
12	99185001	99186000	0.574935465108263	0.574935465108263
12	99186001	99187000	0.556269084902405	0.556269084902405
12	99187001	99188000	0.500816804876667	0.500816804876667
12	99188001	99189000	0.529562350044219	0.529562350044219
12	99189001	99190000	0.611294648701272	0.611294648701272
12	99190001	99191000	0.564081420286425	0.564081420286425
12	99191001	99192000	0.639260939291684	0.639260939291684
12	99192001	99193000	0.385524810120973	0.385524810120973
12	99193001	99194000	0.535510243114951	0.535510243114951
12	99194001	99195000	0.541771391529988	0.541771391529988
12	99195001	99196000	0.553130188821669	0.553130188821669
12	99196001	99197000	0.530243511957555	0.530243511957555
12	99197001	99198000	0.516472032269361	0.516472032269361
12	99198001	99199000	0.424321022606	0.424321022606
12	99199001	99200000	0.518613566834579	0.518613566834579
12	99200001	99201000	0.336265104299109	0.336265104299109
12	99201001	99202000	0.443640146866574	0.443640146866574
12	99202001	99203000	0.564224424378729	0.564224424378729
12	99203001	99204000	0.617395458841125	0.617395458841125
12	99204001	99205000	0.485635059267573	0.485635059267573
12	99205001	99206000	0.505835818751434	0.505835818751434
12	99206001	99207000	0.560999062435317	0.560999062435317
12	99207001	99208000	0.715725706240912	0.715725706240912
12	99208001	99209000	0.597345742827093	0.597345742827093
12	99209001	99210000	0.497204969472301	0.497204969472301
12	99210001	99211000	0.465200274408909	0.465200274408909
12	99211001	99212000	0.532095549724759	0.532095549724759
12	99212001	99213000	0.51171071794565	0.51171071794565
12	99213001	99214000	0.514735696427978	0.514735696427978
12	99214001	99215000	0.346669402260557	0.346669402260557
12	99215001	99216000	0.543808183599169	0.543808183599169
12	99216001	99217000	0.528617551702596	0.528617551702596
12	99217001	99218000	0.46926452709762	0.46926452709762
12	99218001	99219000	0.534660813646481	0.534660813646481
12	99219001	99220000	0.655450239894006	0.655450239894006
12	99220001	99221000	0.604623056458312	0.604623056458312
12	99221001	99222000	0.552909769276636	0.552909769276636
12	99222001	99223000	0.525310792559569	0.525310792559569
12	99223001	99224000	0.602521639125255	0.602521639125255
12	99224001	99225000	0.545110934354111	0.545110934354111
12	99225001	99226000	0.411933267858408	0.411933267858408
12	99226001	99227000	0.628410385011547	0.628410385011547
12	99227001	99228000	0.527173339273277	0.527173339273277
12	99228001	99229000	0.501635562176643	0.501635562176643
12	99229001	99230000	0.538547728880037	0.538547728880037
12	99230001	99231000	0.500313621228311	0.500313621228311
12	99231001	99232000	0.509338111517572	0.509338111517572
12	99232001	99233000	0.638392120534775	0.638392120534775
12	99233001	99234000	0.476741273742875	0.476741273742875
12	99234001	99235000	0.450591484838498	0.450591484838498
12	99235001	99236000	0.555947616101535	0.555947616101535
12	99236001	99237000	0.652110190425286	0.652110190425286
12	99237001	99238000	0.552531177436682	0.552531177436682
12	99238001	99239000	0.505537289273666	0.505537289273666
12	99239001	99240000	0.332068611581722	0.332068611581722
12	99240001	99241000	0.549312151037966	0.549312151037966
12	99241001	99242000	0.532202437574633	0.532202437574633
12	99242001	99243000	0.471011474185337	0.471011474185337
12	99243001	99244000	0.38949641846519	0.38949641846519
12	99244001	99245000	0.6261668539496	0.6261668539496
12	99245001	99246000	0.52021445498108	0.52021445498108
12	99246001	99247000	0.582368647322082	0.582368647322082
12	99247001	99248000	0.611015456572531	0.611015456572531
12	99248001	99249000	0.508918326483644	0.508918326483644
12	99249001	99250000	0.495166182168731	0.495166182168731
12	99250001	99251000	0.618019140669292	0.618019140669292
12	99251001	99252000	0.633972944641827	0.633972944641827
12	99252001	99253000	0.478378500679496	0.478378500679496
12	99253001	99254000	0.513601146810962	0.513601146810962
12	99254001	99255000	0.597981441221901	0.597981441221901
12	99255001	99256000	0.623526651002554	0.623526651002554
12	99256001	99257000	0.461674172891971	0.461674172891971
12	99257001	99258000	0.532202437574633	0.532202437574633
12	99258001	99259000	0.605728987303709	0.605728987303709
12	99259001	99260000	0.488218614749261	0.488218614749261
12	99260001	99261000	0.501544702157856	0.501544702157856
12	99261001	99262000	0.511162111686069	0.511162111686069
12	99262001	99263000	0.538005187344234	0.538005187344234
12	99263001	99264000	0.558660932532687	0.558660932532687
12	99264001	99265000	0.567391810098735	0.567391810098735
12	99265001	99266000	0.517376311995277	0.517376311995277
12	99266001	99267000	0.566755893590619	0.566755893590619
12	99267001	99268000	0.613591652142397	0.613591652142397
12	99268001	99269000	0.513996194478685	0.513996194478685
12	99269001	99270000	0.573701535560468	0.573701535560468
12	99270001	99271000	0.623874334214492	0.623874334214492
12	99271001	99272000	0.512945516984197	0.512945516984197
12	99272001	99273000	0.512579329473821	0.512579329473821
12	99273001	99274000	0.470688605612097	0.470688605612097
12	99274001	99275000	0.498735306464923	0.498735306464923
12	99275001	99276000	0.54001273495745	0.54001273495745
12	99276001	99277000	0.611124088480423	0.611124088480423
12	99277001	99278000	0.356209997912548	0.356209997912548
12	99278001	99279000	0.567674566153083	0.567674566153083
12	99279001	99280000	0.5865702495379	0.5865702495379
12	99280001	99281000	0.542756913951493	0.542756913951493
12	99281001	99282000	0.419927408656451	0.419927408656451
12	99282001	99283000	0.492613328852841	0.492613328852841
12	99283001	99284000	0.551836397943816	0.551836397943816
12	99284001	99285000	0.537474961586273	0.537474961586273
12	99285001	99286000	0.659884341427995	0.659884341427995
12	99286001	99287000	0.26788552413443	0.26788552413443
12	99287001	99288000	0.320947639318204	0.320947639318204
12	99288001	99289000	0.301101248836395	0.301101248836395
12	99289001	99290000	0.265175983718561	0.265175983718561
12	99290001	99291000	0.313723838342911	0.313723838342911
12	99291001	99292000	0.435423940580222	0.435423940580222
12	99292001	99293000	0.548703452882247	0.548703452882247
12	99293001	99294000	0.511910461957504	0.511910461957504
12	99294001	99295000	0.587914604027374	0.587914604027374
12	99295001	99296000	0.622624621164169	0.622624621164169
12	99296001	99297000	0.491140440850286	0.491140440850286
12	99297001	99298000	0.494158971135936	0.494158971135936
12	99298001	99299000	0.564582002098927	0.564582002098927
12	99299001	99300000	0.557737621813325	0.557737621813325
12	99300001	99301000	0.542053726574376	0.542053726574376
12	99301001	99302000	0.574349578277544	0.574349578277544
12	99302001	99303000	0.632557797932152	0.632557797932152
12	99303001	99304000	0.6185110944653	0.6185110944653
12	99304001	99305000	0.457558628512216	0.457558628512216
12	99305001	99306000	0.589532849334947	0.589532849334947
12	99306001	99307000	0.552511447114393	0.552511447114393
12	99307001	99308000	0.523727849503395	0.523727849503395
12	99308001	99309000	0.484187248710149	0.484187248710149
12	99309001	99310000	0.542104252205663	0.542104252205663
12	99310001	99311000	0.426771305152956	0.426771305152956
12	99311001	99312000	0.641795729743861	0.641795729743861
12	99312001	99313000	0.505571827175559	0.505571827175559
12	99313001	99314000	0.512195848601966	0.512195848601966
12	99314001	99315000	0.516990741935921	0.516990741935921
12	99315001	99316000	0.571151676805399	0.571151676805399
12	99316001	99317000	0.441298072745341	0.441298072745341
12	99317001	99318000	0.670289324939945	0.670289324939945
12	99318001	99319000	0.53867432439232	0.53867432439232
12	99319001	99320000	0.621448228832545	0.621448228832545
12	99320001	99321000	0.637367163703926	0.637367163703926
12	99321001	99322000	0.279227732177488	0.279227732177488
12	99322001	99323000	0.611761997210053	0.611761997210053
12	99323001	99324000	0.666863964334646	0.666863964334646
12	99324001	99325000	0.565904208192836	0.565904208192836
12	99325001	99326000	0.670174834283111	0.670174834283111
12	99326001	99327000	0.551039871290109	0.551039871290109
12	99327001	99328000	0.640397688256072	0.640397688256072
12	99328001	99329000	0.606063414687261	0.606063414687261
12	99329001	99330000	0.477160139180777	0.477160139180777
12	99330001	99331000	0.601970822383734	0.601970822383734
12	99331001	99332000	0.59634148383813	0.59634148383813
12	99332001	99333000	0.539369260683193	0.539369260683193
12	99333001	99334000	0.560225752366698	0.560225752366698
12	99334001	99335000	0.529425463853809	0.529425463853809
12	99335001	99336000	0.302320731990035	0.302320731990035
12	99336001	99337000	0.515971483940527	0.515971483940527
12	99337001	99338000	0.525260587032204	0.525260587032204
12	99338001	99339000	0.536023698828379	0.536023698828379
12	99339001	99340000	0.642466553419687	0.642466553419687
12	99340001	99341000	0.541600941939564	0.541600941939564
12	99341001	99342000	0.642665230955716	0.642665230955716
12	99342001	99343000	0.531828365792373	0.531828365792373
12	99343001	99344000	0.571698591627933	0.571698591627933
12	99344001	99345000	0.558936774350361	0.558936774350361
12	99345001	99346000	0.50870764887296	0.50870764887296
12	99346001	99347000	0.559105159564383	0.559105159564383
12	99347001	99348000	0.618039400365388	0.618039400365388
12	99348001	99349000	0.381367815368624	0.381367815368624
12	99349001	99350000	0.62003679262632	0.62003679262632
12	99350001	99351000	0.470066727969468	0.470066727969468
12	99351001	99352000	0.504963812249692	0.504963812249692
12	99352001	99353000	0.396731504603105	0.396731504603105
12	99353001	99354000	0.519239610221307	0.519239610221307
12	99354001	99355000	0.52450807593989	0.52450807593989
12	99355001	99356000	0.547634631315436	0.547634631315436
12	99356001	99357000	0.505810748144531	0.505810748144531
12	99357001	99358000	0.492023838073489	0.492023838073489
12	99358001	99359000	0.49945687301849	0.49945687301849
12	99359001	99360000	0.449745547406884	0.449745547406884
12	99360001	99361000	0.618982484008771	0.618982484008771
12	99361001	99362000	0.497775280013809	0.497775280013809
12	99362001	99363000	0.5650856725244	0.5650856725244
12	99363001	99364000	0.605089268489122	0.605089268489122
12	99364001	99365000	0.540543936814078	0.540543936814078
12	99365001	99366000	0.654842994406886	0.654842994406886
12	99366001	99367000	0.614482103674588	0.614482103674588
12	99367001	99368000	0.577358973723259	0.577358973723259
12	99368001	99369000	0.640972246831853	0.640972246831853
12	99369001	99370000	0.533750912119391	0.533750912119391
12	99370001	99371000	0.63575266376731	0.63575266376731
12	99371001	99372000	0.729661100147734	0.729661100147734
12	99372001	99373000	0.323618586679917	0.323618586679917
12	99373001	99374000	0.531810005179766	0.531810005179766
12	99374001	99375000	0.693474763735535	0.693474763735535
12	99375001	99376000	0.76255349005144	0.76255349005144
12	99376001	99377000	0.740556350902962	0.740556350902962
12	99377001	99378000	0.746590148906661	0.746590148906661
12	99378001	99379000	0.599854525601896	0.599854525601896
12	99379001	99380000	0.638164556946392	0.638164556946392
12	99380001	99381000	0.734669007711292	0.734669007711292
12	99381001	99382000	0.459565084618433	0.459565084618433
12	99382001	99383000	0.789652604528494	0.789652604528494
12	99383001	99384000	0.789855708540529	0.789855708540529
12	99384001	99385000	0.737251202541461	0.737251202541461
12	99385001	99386000	0.732937344192362	0.732937344192362
12	99386001	99387000	0.630309671696593	0.630309671696593
12	99387001	99388000	0.522362407771185	0.522362407771185
12	99388001	99389000	0.894401445534026	0.894401445534026
12	99389001	99390000	0.715801795437277	0.715801795437277
12	99390001	99391000	0.689790664046403	0.689790664046403
12	99391001	99392000	0.592971934947326	0.592971934947326
12	99392001	99393000	0.763527250626692	0.763527250626692
12	99393001	99394000	0.737912999160363	0.737912999160363
12	99394001	99395000	0.847819956765567	0.847819956765567
12	99395001	99396000	0.897482734004653	0.897482734004653
12	99396001	99397000	0.897409571981704	0.897409571981704
12	99397001	99398000	0.710532812044625	0.710532812044625
12	99398001	99399000	0.77786522196041	0.77786522196041
12	99399001	99400000	0.738717032686248	0.738717032686248
12	99400001	99401000	0.758915340031705	0.758915340031705
12	99401001	99402000	0.757790782159232	0.757790782159232
12	99402001	99403000	0.700824115218806	0.700824115218806
12	99403001	99404000	0.870529594413996	0.870529594413996
12	99404001	99405000	0.748451981883163	0.748451981883163
12	99405001	99406000	0.847167188423136	0.847167188423136
12	99406001	99407000	0.711732860168769	0.711732860168769
12	99407001	99408000	0.829382437383692	0.829382437383692
12	99408001	99409000	0.886993335015293	0.886993335015293
12	99409001	99410000	0.711745858770811	0.711745858770811
12	99410001	99411000	0.845114054850196	0.845114054850196
12	99411001	99412000	0.927823531020784	0.927823531020784
12	99412001	99413000	0.701439511046763	0.701439511046763
12	99413001	99414000	0.760509010744086	0.760509010744086
12	99414001	99415000	0.641793324562982	0.641793324562982
12	99415001	99416000	0.864701462849857	0.864701462849857
12	99416001	99417000	0.832132825400992	0.832132825400992
12	99417001	99418000	0.631194871654046	0.631194871654046
12	99418001	99419000	0.615003403573964	0.615003403573964
12	99419001	99420000	0.858801059797654	0.858801059797654
12	99420001	99421000	0.718894730096765	0.718894730096765
12	99421001	99422000	0.946473805089315	0.946473805089315
12	99422001	99423000	0.763305936824882	0.763305936824882
12	99423001	99424000	0.834668107885531	0.834668107885531
12	99424001	99425000	0.808740887250055	0.808740887250055
12	99425001	99426000	0.795989107014558	0.795989107014558
12	99426001	99427000	0.785249093164953	0.785249093164953
12	99427001	99428000	0.868135660983383	0.868135660983383
12	99428001	99429000	0.710935549000451	0.710935549000451
12	99429001	99430000	0.687426340761323	0.687426340761323
12	99430001	99431000	0.770149917023585	0.770149917023585
12	99431001	99432000	0.679790785570335	0.679790785570335
12	99432001	99433000	0.779839422381501	0.779839422381501
12	99433001	99434000	0.668772042758655	0.668772042758655
12	99434001	99435000	0.7867470370196	0.7867470370196
12	99435001	99436000	0.803880579384863	0.803880579384863
12	99436001	99437000	0.755049736556305	0.755049736556305
12	99437001	99438000	0.767925937002824	0.767925937002824
12	99438001	99439000	0.647408603830607	0.647408603830607
12	99439001	99440000	0.819445408891164	0.819445408891164
12	99440001	99441000	0.828674949120502	0.828674949120502
12	99441001	99442000	0.818752868609085	0.818752868609085
12	99442001	99443000	0.827704206253516	0.827704206253516
12	99443001	99444000	0.78178389331449	0.78178389331449
12	99444001	99445000	0.798862524537571	0.798862524537571
12	99445001	99446000	0.799679473610302	0.799679473610302
12	99446001	99447000	0.624255790181631	0.624255790181631
12	99447001	99448000	1.01112134902434	1.01112134902434
12	99448001	99449000	0.740051535287038	0.740051535287038
12	99449001	99450000	0.61396312587913	0.61396312587913
12	99450001	99451000	0.922608257551461	0.922608257551461
12	99451001	99452000	0.829430914258855	0.829430914258855
12	99452001	99453000	0.944331585756928	0.944331585756928
12	99453001	99454000	0.88173347967495	0.88173347967495
12	99454001	99455000	0.810270513417309	0.810270513417309
12	99455001	99456000	0.816836415855899	0.816836415855899
12	99456001	99457000	0.90273970158212	0.90273970158212
12	99457001	99458000	0.719946636177563	0.719946636177563
12	99458001	99459000	0.854330484357785	0.854330484357785
12	99459001	99460000	0.643232137588499	0.643232137588499
12	99460001	99461000	0.727807331879738	0.727807331879738
12	99461001	99462000	0.695470604149332	0.695470604149332
12	99462001	99463000	0.968148777724948	0.968148777724948
12	99463001	99464000	0.773853340826732	0.773853340826732
12	99464001	99465000	0.902791633961601	0.902791633961601
12	99465001	99466000	0.696232313422549	0.696232313422549
12	99466001	99467000	0.759350532700269	0.759350532700269
12	99467001	99468000	0.894161035829383	0.894161035829383
12	99468001	99469000	0.878522575828453	0.878522575828453
12	99469001	99470000	0.512357183209168	0.512357183209168
12	99470001	99471000	0.858098978814987	0.858098978814987
12	99471001	99472000	0.735786917301495	0.735786917301495
12	99472001	99473000	0.811814923370238	0.811814923370238
12	99473001	99474000	0.771519404747464	0.771519404747464
12	99474001	99475000	0.811622607436723	0.811622607436723
12	99475001	99476000	0.6780642134303	0.6780642134303
12	99476001	99477000	0.800093363674147	0.800093363674147
12	99477001	99478000	0.709025218531441	0.709025218531441
